id,title,difficulty,acceptanceRate,totalAccepted,totalSubmissions,trueDifficultyScore,url
528,Random Pick with Weight,Medium,48.14%,605792,1258479,330.93,https://leetcode.com/problems/random-pick-with-weight/
1915,Number of Wonderful Substrings,Medium,66.65%,86519,129819,330.9,https://leetcode.com/problems/number-of-wonderful-substrings/
1975,Maximum Matrix Sum,Medium,65.94%,110373,167387,330.84,https://leetcode.com/problems/maximum-matrix-sum/
1094,Car Pooling,Medium,56.00%,262036,467937,330.68,https://leetcode.com/problems/car-pooling/
658,Find K Closest Elements,Medium,48.53%,686340,1414343,330.66,https://leetcode.com/problems/find-k-closest-elements/
1860,Incremental Memory Leak,Medium,72.46%,23360,32239,330.64,https://leetcode.com/problems/incremental-memory-leak/
2649,Nested Array Generator,Medium,79.73%,15341,19240,330.6,https://leetcode.com/problems/nested-array-generator/
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,Medium,59.18%,244292,412787,330.55,https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves/
368,Largest Divisible Subset,Medium,48.75%,434149,890646,330.54,https://leetcode.com/problems/largest-divisible-subset/
667,Beautiful Arrangement II,Medium,60.37%,57172,94701,330.24,https://leetcode.com/problems/beautiful-arrangement-ii/
3000,Maximum Area of Longest Diagonal Rectangle,Easy,36.41%,41919,115131,330.16,https://leetcode.com/problems/maximum-area-of-longest-diagonal-rectangle/
421,Maximum XOR of Two Numbers in an Array,Medium,53.16%,188831,355191,330.1,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/
3386,Button with Longest Push Time,Easy,40.46%,31436,77689,330.05,https://leetcode.com/problems/button-with-longest-push-time/
677,Map Sum Pairs,Medium,56.69%,129236,227959,330.05,https://leetcode.com/problems/map-sum-pairs/
851,Loud and Rich,Medium,61.38%,61320,99898,329.97,https://leetcode.com/problems/loud-and-rich/
201,Bitwise AND of Numbers Range,Medium,47.63%,451840,948644,329.93,https://leetcode.com/problems/bitwise-and-of-numbers-range/
1451,Rearrange Words in a Sentence,Medium,65.70%,58194,88573,329.91,https://leetcode.com/problems/rearrange-words-in-a-sentence/
1208,Get Equal Substrings Within Budget,Medium,58.84%,179128,304413,329.82,https://leetcode.com/problems/get-equal-substrings-within-budget/
1164,Product Price at a Given Date,Medium,57.30%,235647,411231,329.7,https://leetcode.com/problems/product-price-at-a-given-date/
2134,Minimum Swaps to Group All 1's Together II,Medium,65.49%,166438,254140,329.69,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii/
1081,Smallest Subsequence of Distinct Characters,Medium,61.79%,81000,131095,329.53,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters/
2559,Count Vowel Strings in Ranges,Medium,67.90%,186701,274980,329.48,https://leetcode.com/problems/count-vowel-strings-in-ranges/
1324,Print Words Vertically,Medium,66.04%,46987,71146,329.31,https://leetcode.com/problems/print-words-vertically/
853,Car Fleet,Medium,53.27%,366475,687984,329.29,https://leetcode.com/problems/car-fleet/
1041,Robot Bounded In Circle,Medium,56.21%,258263,459488,329.22,https://leetcode.com/problems/robot-bounded-in-circle/
525,Contiguous Array,Medium,49.15%,553854,1126797,329.14,https://leetcode.com/problems/contiguous-array/
1116,Print Zero Even Odd,Medium,63.26%,63996,101162,329.13,https://leetcode.com/problems/print-zero-even-odd/
1846,Maximum Element After Decreasing and Rearranging,Medium,65.72%,109659,166870,329.03,https://leetcode.com/problems/maximum-element-after-decreasing-and-rearranging/
565,Array Nesting,Medium,55.93%,139322,249086,329.02,https://leetcode.com/problems/array-nesting/
447,Number of Boomerangs,Medium,56.30%,108505,192711,329.02,https://leetcode.com/problems/number-of-boomerangs/
176,Second Highest Salary,Medium,43.49%,1124907,2586549,328.98,https://leetcode.com/problems/second-highest-salary/
3360,Stone Removal Game,Easy,41.44%,27280,65828,328.65,https://leetcode.com/problems/stone-removal-game/
2966,Divide Array Into Arrays With Max Difference,Medium,71.69%,158587,221224,328.64,https://leetcode.com/problems/divide-array-into-arrays-with-max-difference/
1375,Number of Times Binary String Is Prefix-Aligned,Medium,65.73%,56797,86406,328.64,https://leetcode.com/problems/number-of-times-binary-string-is-prefix-aligned/
1404,Number of Steps to Reduce a Number in Binary Representation to One,Medium,61.38%,152470,248388,328.47,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one/
967,Numbers With Same Consecutive Differences,Medium,58.67%,145122,247347,328.43,https://leetcode.com/problems/numbers-with-same-consecutive-differences/
916,Word Subsets,Medium,55.69%,256766,461055,328.33,https://leetcode.com/problems/word-subsets/
227,Basic Calculator II,Medium,45.61%,819729,1797260,328.18,https://leetcode.com/problems/basic-calculator-ii/
1023,Camelcase Matching,Medium,63.56%,56383,88715,328.16,https://leetcode.com/problems/camelcase-matching/
1447,Simplified Fractions,Medium,68.14%,39221,57559,328.06,https://leetcode.com/problems/simplified-fractions/
1899,Merge Triplets to Form Target Triplet,Medium,67.45%,87903,130332,328.03,https://leetcode.com/problems/merge-triplets-to-form-target-triplet/
570,Managers with at Least 5 Direct Reports,Medium,48.96%,671522,1371442,327.95,https://leetcode.com/problems/managers-with-at-least-5-direct-reports/
357,Count Numbers with Unique Digits,Medium,54.21%,161396,297730,327.93,https://leetcode.com/problems/count-numbers-with-unique-digits/
1170,Compare Strings by Frequency of the Smallest Character,Medium,62.62%,86950,138864,327.9,https://leetcode.com/problems/compare-strings-by-frequency-of-the-smallest-character/
2305,Fair Distribution of Cookies,Medium,69.29%,107868,155671,327.85,https://leetcode.com/problems/fair-distribution-of-cookies/
826,Most Profit Assigning Work,Medium,55.89%,225955,404295,327.72,https://leetcode.com/problems/most-profit-assigning-work/
2342,Max Sum of a Pair With Equal Sum of Digits,Medium,66.00%,233970,354516,327.67,https://leetcode.com/problems/max-sum-of-a-pair-with-equal-sum-of-digits/
2658,Maximum Number of Fish in a Grid,Medium,70.30%,148291,210935,327.53,https://leetcode.com/problems/maximum-number-of-fish-in-a-grid/
554,Brick Wall,Medium,55.81%,157125,281518,327.52,https://leetcode.com/problems/brick-wall/
553,Optimal Division,Medium,61.61%,45420,73725,327.51,https://leetcode.com/problems/optimal-division/
63,Unique Paths II,Medium,42.99%,1188395,2764181,327.44,https://leetcode.com/problems/unique-paths-ii/
875,Koko Eating Bananas,Medium,49.03%,1071094,2184383,327.41,https://leetcode.com/problems/koko-eating-bananas/
55,Jump Game,Medium,39.32%,2575630,6551218,327.34,https://leetcode.com/problems/jump-game/
2095,Delete the Middle Node of a Linked List,Medium,59.60%,676877,1135675,327.0,https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list/
45,Jump Game II,Medium,41.34%,1695736,4101539,327.0,https://leetcode.com/problems/jump-game-ii/
688,Knight Probability in Chessboard,Medium,56.54%,170827,302132,326.9,https://leetcode.com/problems/knight-probability-in-chessboard/
1934,Confirmation Rate,Medium,60.84%,416025,683834,326.85,https://leetcode.com/problems/confirmation-rate/
670,Maximum Swap,Medium,51.79%,462498,892980,326.79,https://leetcode.com/problems/maximum-swap/
2660,Determine the Winner of a Bowling Game,Easy,35.52%,39918,112397,326.67,https://leetcode.com/problems/determine-the-winner-of-a-bowling-game/
874,Walking Robot Simulation,Medium,58.18%,161708,277939,326.54,https://leetcode.com/problems/walking-robot-simulation/
873,Length of Longest Fibonacci Subsequence,Medium,57.63%,181795,315439,326.53,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence/
622,Design Circular Queue,Medium,52.47%,380809,725795,326.53,https://leetcode.com/problems/design-circular-queue/
2186,Minimum Number of Steps to Make Two Strings Anagram II,Medium,72.70%,48804,67133,326.33,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram-ii/
1443,Minimum Time to Collect All Apples in a Tree,Medium,62.91%,141071,224260,325.85,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree/
15,3Sum,Medium,36.82%,4637244,12593671,325.7,https://leetcode.com/problems/3sum/
1007,Minimum Domino Rotations For Equal Row,Medium,56.43%,306629,543424,325.57,https://leetcode.com/problems/minimum-domino-rotations-for-equal-row/
264,Ugly Number II,Medium,49.21%,486675,988883,325.56,https://leetcode.com/problems/ugly-number-ii/
567,Permutation in String,Medium,47.06%,1195505,2540230,325.54,https://leetcode.com/problems/permutation-in-string/
560,Subarray Sum Equals K,Medium,45.27%,1735068,3833069,325.53,https://leetcode.com/problems/subarray-sum-equals-k/
1227,Airplane Seat Assignment Probability,Medium,66.60%,48607,72980,325.29,https://leetcode.com/problems/airplane-seat-assignment-probability/
211,Design Add and Search Words Data Structure,Medium,46.86%,763385,1629089,325.21,https://leetcode.com/problems/design-add-and-search-words-data-structure/
1376,Time Needed to Inform All Employees,Medium,60.20%,239720,398210,325.2,https://leetcode.com/problems/time-needed-to-inform-all-employees/
820,Short Encoding of Words,Medium,60.53%,100579,166173,325.1,https://leetcode.com/problems/short-encoding-of-words/
1647,Minimum Deletions to Make Character Frequencies Unique,Medium,61.27%,285966,466694,325.01,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/
2491,Divide Players Into Teams of Equal Skill,Medium,68.95%,188291,273097,324.94,https://leetcode.com/problems/divide-players-into-teams-of-equal-skill/
799,Champagne Tower,Medium,58.25%,161840,277852,324.86,https://leetcode.com/problems/champagne-tower/
2721,Execute Asynchronous Functions in Parallel,Medium,77.47%,42368,54687,324.81,https://leetcode.com/problems/execute-asynchronous-functions-in-parallel/
2033,Minimum Operations to Make a Uni-Value Grid,Medium,67.45%,136872,202917,324.62,https://leetcode.com/problems/minimum-operations-to-make-a-uni-value-grid/
316,Remove Duplicate Letters,Medium,51.17%,379162,740978,324.31,https://leetcode.com/problems/remove-duplicate-letters/
1845,Seat Reservation Manager,Medium,66.28%,137950,208136,324.23,https://leetcode.com/problems/seat-reservation-manager/
713,Subarray Product Less Than K,Medium,52.71%,490132,929854,324.18,https://leetcode.com/problems/subarray-product-less-than-k/
858,Mirror Reflection,Medium,62.00%,83140,134097,324.14,https://leetcode.com/problems/mirror-reflection/
57,Insert Interval,Medium,43.26%,1428616,3302621,324.04,https://leetcode.com/problems/insert-interval/
3136,Valid Word,Easy,38.57%,51489,133508,323.84,https://leetcode.com/problems/valid-word/
1109,Corporate Flight Bookings,Medium,63.96%,80865,126430,323.75,https://leetcode.com/problems/corporate-flight-bookings/
781,Rabbits in Forest,Medium,58.33%,168636,289128,323.71,https://leetcode.com/problems/rabbits-in-forest/
974,Subarray Sums Divisible by K,Medium,55.58%,402280,723834,323.68,https://leetcode.com/problems/subarray-sums-divisible-by-k/
1638,Count Substrings That Differ by One Character,Medium,71.62%,34341,47946,323.44,https://leetcode.com/problems/count-substrings-that-differ-by-one-character/
1508,Range Sum of Sorted Subarray Sums,Medium,63.12%,179012,283621,323.27,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums/
2285,Maximum Total Importance of Roads,Medium,69.15%,151566,219174,323.22,https://leetcode.com/problems/maximum-total-importance-of-roads/
2024,Maximize the Confusion of an Exam,Medium,68.42%,123971,181188,322.95,https://leetcode.com/problems/maximize-the-confusion-of-an-exam/
2294,Partition Array Such That Maximum Difference Is K,Medium,74.42%,50818,68286,322.85,https://leetcode.com/problems/partition-array-such-that-maximum-difference-is-k/
1663,Smallest String With A Given Numeric Value,Medium,67.03%,99796,148880,322.84,https://leetcode.com/problems/smallest-string-with-a-given-numeric-value/
1631,Path With Minimum Effort,Medium,61.13%,339489,555368,322.78,https://leetcode.com/problems/path-with-minimum-effort/
299,Bulls and Cows,Medium,51.25%,407728,795511,322.74,https://leetcode.com/problems/bulls-and-cows/
1909,Remove One Element to Make the Array Strictly Increasing,Easy,28.59%,77207,270020,322.57,https://leetcode.com/problems/remove-one-element-to-make-the-array-strictly-increasing/
2428,Maximum Sum of an Hourglass,Medium,75.83%,46566,61409,322.56,https://leetcode.com/problems/maximum-sum-of-an-hourglass/
1238,Circular Permutation in Binary Representation,Medium,71.50%,21365,29880,322.36,https://leetcode.com/problems/circular-permutation-in-binary-representation/
2622,Cache With Time Limit,Medium,75.70%,65117,86024,322.21,https://leetcode.com/problems/cache-with-time-limit/
919,Complete Binary Tree Inserter,Medium,64.50%,61244,94945,322.19,https://leetcode.com/problems/complete-binary-tree-inserter/
3223,Minimum Length of String After Operations,Medium,74.93%,187619,250398,321.91,https://leetcode.com/problems/minimum-length-of-string-after-operations/
31,Next Permutation,Medium,42.77%,1784094,4171456,321.91,https://leetcode.com/problems/next-permutation/
319,Bulb Switcher,Medium,53.94%,254884,472548,321.73,https://leetcode.com/problems/bulb-switcher/
1193,Monthly Transactions I,Medium,58.28%,358119,614523,321.72,https://leetcode.com/problems/monthly-transactions-i/
433,Minimum Genetic Mutation,Medium,55.29%,225330,407520,321.72,https://leetcode.com/problems/minimum-genetic-mutation/
3411,Maximum Subarray With Equal Products,Easy,44.84%,23868,53226,321.64,https://leetcode.com/problems/maximum-subarray-with-equal-products/
934,Shortest Bridge,Medium,58.50%,242006,413657,321.28,https://leetcode.com/problems/shortest-bridge/
1344,Angle Between Hands of a Clock,Medium,64.14%,133991,208895,320.97,https://leetcode.com/problems/angle-between-hands-of-a-clock/
134,Gas Station,Medium,46.21%,1080972,2339042,320.81,https://leetcode.com/problems/gas-station/
1615,Maximal Network Rank,Medium,65.40%,156065,238630,320.57,https://leetcode.com/problems/maximal-network-rank/
958,Check Completeness of a Binary Tree,Medium,58.23%,285142,489665,320.31,https://leetcode.com/problems/check-completeness-of-a-binary-tree/
542,01 Matrix,Medium,51.11%,722137,1413000,320.17,https://leetcode.com/problems/01-matrix/
3024,Type of Triangle,Easy,38.03%,65296,171714,319.94,https://leetcode.com/problems/type-of-triangle/
937,Reorder Data in Log Files,Medium,56.73%,392417,691761,319.93,https://leetcode.com/problems/reorder-data-in-log-files/
187,Repeated DNA Sequences,Medium,51.07%,446914,875049,319.8,https://leetcode.com/problems/repeated-dna-sequences/
221,Maximal Square,Medium,48.54%,805942,1660431,319.79,https://leetcode.com/problems/maximal-square/
486,Predict the Winner,Medium,55.66%,261253,469404,319.69,https://leetcode.com/problems/predict-the-winner/
3,Longest Substring Without Repeating Characters,Medium,36.70%,7361852,20060602,319.51,https://leetcode.com/problems/longest-substring-without-repeating-characters/
1653,Minimum Deletions to Make String Balanced,Medium,65.59%,171323,261212,319.5,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced/
948,Bag of Tokens,Medium,59.14%,246320,416525,319.47,https://leetcode.com/problems/bag-of-tokens/
3271,Hash Divided String,Medium,82.94%,43334,52249,319.3,https://leetcode.com/problems/hash-divided-string/
2614,Prime In Diagonal,Easy,36.04%,57685,160055,319.23,https://leetcode.com/problems/prime-in-diagonal/
2182,Construct String With Repeat Limit,Medium,70.89%,121338,171166,319.13,https://leetcode.com/problems/construct-string-with-repeat-limit/
869,Reordered Power of 2,Medium,62.16%,118240,190223,319.09,https://leetcode.com/problems/reordered-power-of-2/
3349,Adjacent Increasing Subarrays Detection I,Easy,42.82%,40524,94633,319.04,https://leetcode.com/problems/adjacent-increasing-subarrays-detection-i/
416,Partition Equal Subset Sum,Medium,48.26%,1199041,2484353,319.02,https://leetcode.com/problems/partition-equal-subset-sum/
1433,Check If a String Can Break Another String,Medium,70.19%,48499,69101,318.89,https://leetcode.com/problems/check-if-a-string-can-break-another-string/
1760,Minimum Limit of Balls in a Bag,Medium,67.51%,140767,208521,318.67,https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag/
1209,Remove All Adjacent Duplicates in String II,Medium,59.41%,366071,616229,318.44,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/
846,Hand of Straights,Medium,56.96%,365240,641167,318.42,https://leetcode.com/problems/hand-of-straights/
494,Target Sum,Medium,50.57%,870218,1720920,318.25,https://leetcode.com/problems/target-sum/
932,Beautiful Array,Medium,66.93%,50230,75050,318.05,https://leetcode.com/problems/beautiful-array/
988,Smallest String Starting From Leaf,Medium,60.74%,206004,339132,318.0,https://leetcode.com/problems/smallest-string-starting-from-leaf/
1578,Minimum Time to Make Rope Colorful,Medium,63.46%,274394,432407,317.82,https://leetcode.com/problems/minimum-time-to-make-rope-colorful/
2525,Categorize Box According to Criteria,Easy,37.49%,42116,112336,317.59,https://leetcode.com/problems/categorize-box-according-to-criteria/
189,Rotate Array,Medium,42.79%,3074735,7185717,317.55,https://leetcode.com/problems/rotate-array/
1685,Sum of Absolute Differences in a Sorted Array,Medium,68.14%,120552,176928,317.46,https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array/
3095,Shortest Subarray With OR at Least K I,Easy,42.54%,33855,79578,317.28,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-i/
453,Minimum Moves to Equal Array Elements,Medium,57.64%,195062,338424,317.24,https://leetcode.com/problems/minimum-moves-to-equal-array-elements/
935,Knight Dialer,Medium,61.06%,188816,309236,317.22,https://leetcode.com/problems/knight-dialer/
2336,Smallest Number in Infinite Set,Medium,70.43%,193052,274120,317.19,https://leetcode.com/problems/smallest-number-in-infinite-set/
1503,Last Moment Before All Ants Fall Out of a Plank,Medium,68.19%,93634,137310,317.15,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank/
2317,Maximum XOR After Operations ,Medium,79.21%,28605,36114,317.08,https://leetcode.com/problems/maximum-xor-after-operations/
1352,Product of the Last K Numbers,Medium,62.73%,246121,392351,316.97,https://leetcode.com/problems/product-of-the-last-k-numbers/
1481,Least Number of Unique Integers after K Removals,Medium,63.36%,264594,417601,316.69,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals/
2471,Minimum Number of Operations to Sort a Binary Tree by Level,Medium,74.27%,107033,144117,316.63,https://leetcode.com/problems/minimum-number-of-operations-to-sort-a-binary-tree-by-level/
71,Simplify Path,Medium,47.40%,1058392,2232686,316.4,https://leetcode.com/problems/simplify-path/
3364,Minimum Positive Sum Subarray ,Easy,44.76%,33552,74955,316.3,https://leetcode.com/problems/minimum-positive-sum-subarray/
1456,Maximum Number of Vowels in a Substring of Given Length,Medium,60.17%,519787,863847,316.3,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length/
835,Image Overlap,Medium,63.73%,99532,156181,316.17,https://leetcode.com/problems/image-overlap/
740,Delete and Earn,Medium,56.68%,394776,696534,316.1,https://leetcode.com/problems/delete-and-earn/
1019,Next Greater Node In Linked List,Medium,62.09%,185661,298999,316.09,https://leetcode.com/problems/next-greater-node-in-linked-list/
998,Maximum Binary Tree II,Medium,69.01%,41025,59449,316.02,https://leetcode.com/problems/maximum-binary-tree-ii/
146,LRU Cache,Medium,44.91%,2077374,4625224,315.9,https://leetcode.com/problems/lru-cache/
1884,Egg Drop With 2 Eggs and N Floors,Medium,73.60%,56103,76225,315.8,https://leetcode.com/problems/egg-drop-with-2-eggs-and-n-floors/
1111,Maximum Nesting Depth of Two Valid Parentheses Strings,Medium,71.33%,29858,41860,315.79,https://leetcode.com/problems/maximum-nesting-depth-of-two-valid-parentheses-strings/
945,Minimum Increment to Make Array Unique,Medium,60.29%,255343,423504,315.54,https://leetcode.com/problems/minimum-increment-to-make-array-unique/
1781,Sum of Beauty of All Substrings,Medium,70.16%,103256,147170,315.53,https://leetcode.com/problems/sum-of-beauty-of-all-substrings/
2511,Maximum Enemy Forts That Can Be Captured,Easy,39.90%,29341,73542,315.32,https://leetcode.com/problems/maximum-enemy-forts-that-can-be-captured/
1609,Even Odd Tree,Medium,66.50%,179590,270052,315.31,https://leetcode.com/problems/even-odd-tree/
3200,Maximum Height of a Triangle,Easy,43.13%,40672,94311,315.16,https://leetcode.com/problems/maximum-height-of-a-triangle/
2780,Minimum Index of a Valid Split,Medium,75.58%,140898,186432,315.15,https://leetcode.com/problems/minimum-index-of-a-valid-split/
767,Reorganize String,Medium,56.04%,504380,899976,315.14,https://leetcode.com/problems/reorganize-string/
2641,Cousins in Binary Tree II,Medium,75.40%,119965,159106,315.12,https://leetcode.com/problems/cousins-in-binary-tree-ii/
2023,Number of Pairs of Strings With Concatenation Equal to Target,Medium,74.82%,55590,74298,315.09,https://leetcode.com/problems/number-of-pairs-of-strings-with-concatenation-equal-to-target/
2058,Find the Minimum and Maximum Number of Nodes Between Critical Points,Medium,69.41%,187970,270797,315.03,https://leetcode.com/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points/
1525,Number of Good Ways to Split a String,Medium,68.31%,114635,167818,314.47,https://leetcode.com/problems/number-of-good-ways-to-split-a-string/
926,Flip String to Monotone Increasing,Medium,61.58%,204348,331836,314.44,https://leetcode.com/problems/flip-string-to-monotone-increasing/
79,Word Search,Medium,45.01%,2060773,4578771,314.41,https://leetcode.com/problems/word-search/
322,Coin Change,Medium,46.21%,2292036,4959730,314.27,https://leetcode.com/problems/coin-change/
450,Delete Node in a BST,Medium,52.82%,683064,1293130,314.12,https://leetcode.com/problems/delete-node-in-a-bst/
3142,Check if Grid Satisfies Conditions,Easy,43.41%,38225,88063,314.05,https://leetcode.com/problems/check-if-grid-satisfies-conditions/
2799,Count Complete Subarrays in an Array,Medium,75.79%,152753,201544,313.79,https://leetcode.com/problems/count-complete-subarrays-in-an-array/
2914,Minimum Number of Changes to Make Binary String Beautiful,Medium,76.51%,159991,209117,313.33,https://leetcode.com/problems/minimum-number-of-changes-to-make-binary-string-beautiful/
33,Search in Rotated Sorted Array,Medium,42.63%,3525888,8269983,313.04,https://leetcode.com/problems/search-in-rotated-sorted-array/
162,Find Peak Element,Medium,46.46%,1893356,4075315,313.0,https://leetcode.com/problems/find-peak-element/
1014,Best Sightseeing Pair,Medium,62.62%,206695,330087,312.99,https://leetcode.com/problems/best-sightseeing-pair/
1155,Number of Dice Rolls With Target Sum,Medium,61.53%,321893,523177,312.93,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/
1405,Longest Happy String,Medium,65.45%,199734,305148,312.89,https://leetcode.com/problems/longest-happy-string/
371,Sum of Two Integers,Medium,53.47%,581811,1088095,312.86,https://leetcode.com/problems/sum-of-two-integers/
1593,Split a String Into the Max Number of Unique Substrings,Medium,68.34%,141840,207545,312.82,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings/
2937,Make Three Strings Equal,Easy,42.98%,34417,80071,312.65,https://leetcode.com/problems/make-three-strings-equal/
16,3Sum Closest,Medium,46.79%,1473661,3149730,312.58,https://leetcode.com/problems/3sum-closest/
650,2 Keys Keyboard,Medium,59.05%,275966,467339,312.28,https://leetcode.com/problems/2-keys-keyboard/
82,Remove Duplicates from Sorted List II,Medium,49.66%,908651,1829796,312.15,https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii/
337,House Robber III,Medium,54.85%,435330,793721,312.13,https://leetcode.com/problems/house-robber-iii/
2486,Append Characters to String to Make Subsequence,Medium,72.97%,201985,276793,312.07,https://leetcode.com/problems/append-characters-to-string-to-make-subsequence/
1466,Reorder Routes to Make All Paths Lead to the City Zero,Medium,64.92%,261646,403058,311.99,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero/
1887,Reduction Operations to Make the Array Elements Equal,Medium,72.29%,99062,137027,311.94,https://leetcode.com/problems/reduction-operations-to-make-the-array-elements-equal/
1283,Find the Smallest Divisor Given a Threshold,Medium,63.14%,296822,470135,311.86,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold/
2739,Total Distance Traveled,Easy,40.07%,52552,131137,311.36,https://leetcode.com/problems/total-distance-traveled/
1237,Find Positive Integer Solution for a Given Equation,Medium,69.41%,74983,108032,311.35,https://leetcode.com/problems/find-positive-integer-solution-for-a-given-equation/
1792,Maximum Average Pass Ratio,Medium,71.56%,105904,148002,311.31,https://leetcode.com/problems/maximum-average-pass-ratio/
449,Serialize and Deserialize BST,Medium,58.48%,253624,433663,311.11,https://leetcode.com/problems/serialize-and-deserialize-bst/
1035,Uncrossed Lines,Medium,64.16%,176593,275256,311.05,https://leetcode.com/problems/uncrossed-lines/
655,Print Binary Tree,Medium,65.44%,78389,119787,310.86,https://leetcode.com/problems/print-binary-tree/
438,Find All Anagrams in a String,Medium,52.06%,1008544,1937409,310.79,https://leetcode.com/problems/find-all-anagrams-in-a-string/
92,Reverse Linked List II,Medium,49.40%,1077002,2180003,310.77,https://leetcode.com/problems/reverse-linked-list-ii/
729,My Calendar I,Medium,58.13%,423207,728047,310.7,https://leetcode.com/problems/my-calendar-i/
377,Combination Sum IV,Medium,54.61%,544502,997123,310.57,https://leetcode.com/problems/combination-sum-iv/
93,Restore IP Addresses,Medium,52.85%,532417,1007441,310.38,https://leetcode.com/problems/restore-ip-addresses/
2352,Equal Row and Column Pairs,Medium,70.44%,328213,465948,310.23,https://leetcode.com/problems/equal-row-and-column-pairs/
209,Minimum Size Subarray Sum,Medium,49.13%,1431729,2914247,310.0,https://leetcode.com/problems/minimum-size-subarray-sum/
1319,Number of Operations to Make Network Connected,Medium,64.34%,276673,429988,309.99,https://leetcode.com/problems/number-of-operations-to-make-network-connected/
1222,Queens That Can Attack the King,Medium,72.13%,46920,65052,309.47,https://leetcode.com/problems/queens-that-can-attack-the-king/
1291,Sequential Digits,Medium,65.26%,227629,348783,309.41,https://leetcode.com/problems/sequential-digits/
454,4Sum II,Medium,57.54%,355617,617987,309.34,https://leetcode.com/problems/4sum-ii/
731,My Calendar II,Medium,62.25%,194077,311761,309.33,https://leetcode.com/problems/my-calendar-ii/
1052,Grumpy Bookstore Owner,Medium,64.09%,211561,330099,309.12,https://leetcode.com/problems/grumpy-bookstore-owner/
602,Friend Requests II: Who Has the Most Friends,Medium,60.59%,233713,385726,309.1,https://leetcode.com/problems/friend-requests-ii-who-has-the-most-friends/
1130,Minimum Cost Tree From Leaf Values,Medium,67.64%,111093,164240,309.05,https://leetcode.com/problems/minimum-cost-tree-from-leaf-values/
184,Department Highest Salary,Medium,54.41%,481668,885313,309.01,https://leetcode.com/problems/department-highest-salary/
652,Find Duplicate Subtrees,Medium,60.01%,290246,483645,308.82,https://leetcode.com/problems/find-duplicate-subtrees/
743,Network Delay Time,Medium,56.96%,654188,1148420,308.43,https://leetcode.com/problems/network-delay-time/
1514,Path with Maximum Probability,Medium,65.29%,339940,520644,308.26,https://leetcode.com/problems/path-with-maximum-probability/
1529,Minimum Suffix Flips,Medium,73.44%,60449,82313,308.24,https://leetcode.com/problems/minimum-suffix-flips/
2109,Adding Spaces to a String,Medium,71.63%,207163,289202,308.2,https://leetcode.com/problems/adding-spaces-to-a-string/
304,Range Sum Query 2D - Immutable,Medium,56.30%,416985,740706,307.84,https://leetcode.com/problems/range-sum-query-2d-immutable/
912,Sort an Array,Medium,56.82%,903233,1589603,307.79,https://leetcode.com/problems/sort-an-array/
1418,Display Table of Food Orders in a Restaurant,Medium,75.59%,33545,44378,307.76,https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant/
838,Push Dominoes,Medium,63.05%,214576,340349,307.75,https://leetcode.com/problems/push-dominoes/
2685,Count the Number of Complete Components,Medium,77.68%,137294,176748,307.45,https://leetcode.com/problems/count-the-number-of-complete-components/
462,Minimum Moves to Equal Array Elements II,Medium,60.88%,203350,334039,307.39,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii/
646,Maximum Length of Pair Chain,Medium,60.74%,274116,451285,307.35,https://leetcode.com/problems/maximum-length-of-pair-chain/
2631,Group By,Medium,81.05%,62844,77533,307.11,https://leetcode.com/problems/group-by/
491,Non-decreasing Subsequences,Medium,61.54%,187935,305365,307.09,https://leetcode.com/problems/non-decreasing-subsequences/
994,Rotting Oranges,Medium,56.34%,1212254,2151695,306.8,https://leetcode.com/problems/rotting-oranges/
1372,Longest ZigZag Path in a Binary Tree,Medium,66.54%,235898,354511,306.78,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree/
